RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3
NZ_CP017177,"Salmonella enterica strain FORC_056 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(4651420.0, 4651797.0)",,,
NZ_CP017179,"Enterobacter hormaechei subsp. steigerwaltii strain DSM 16691, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex","(4748313.0, 4748686.0)",,,
NZ_CP017180,"Enterobacter hormaechei subsp. oharae strain DSM 16687, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex","(4689435.0, 4689808.0)",,,
NZ_CP017181,"Enterobacter kobei strain DSM 13645 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex","(4845412.0, 4845785.0)",,,
NZ_CP017184,"Enterobacter cloacae complex 'Hoffmann cluster IV' strain DSM 16690 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex","(4699761.0, 4700134.0)",,,
NZ_CP017186,"Enterobacter cloacae complex 'Hoffmann cluster III' strain DSM 14563 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex","(4517830.0, 4518203.0)",,,
NZ_CP017188,"Xanthomonas citri pv. glycines str. 8ra chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(431547.0, 432597.0)",,,
NZ_CP017190,"Xanthomonas campestris pv. vesicatoria str. 85-10, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(3525687.0, 3526729.0)",,,
NZ_CP017232,"Salmonella enterica strain FORC_051 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(4644746.0, 4645123.0)",,,
NZ_CP017238,"Burkholderia cenocepacia strain CR318 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(246995.0, 247445.0)",,,
NZ_CP017249,"Escherichia coli strain NADC 5570/86-24/6565 isolate mutant chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(5417789.0, 5418166.0)",,,
NZ_CP017251,"Escherichia coli strain NADC 5570/86-24/6564, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(5417494.0, 5417871.0)",,,
NZ_CP017279,"Enterobacter ludwigii strain EN-119 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex","(3205100.0, 3205473.0)",,,
NZ_CP017297,"Brachybacterium sp. P6-10-X1 chromosome, complete genome.","Bacteria, Actinobacteria, Micrococcales, Dermabacteraceae, Brachybacterium","(2953733.0, 2956586.0)",,,
NZ_CP017402,"Bordetella pertussis strain J445 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4127261.0, 4128984.0)",,,
NZ_CP017403,"Bordetella pertussis strain J446 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4138647.0, 4140370.0)",,,
NZ_CP017404,"Bordetella pertussis strain J447 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4255684.0, 4257407.0)",,,
NZ_CP017405,"Bordetella pertussis strain J448 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4384673.0, 4386396.0)",,,
NZ_CP017434,"Escherichia coli O157:H7 strain 1130 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(1.0, 378.0)",,,
NZ_CP017436,"Escherichia coli O157:H7 strain 2149 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(1.0, 378.0)",,,
NZ_CP017438,"Escherichia coli O157:H7 strain 2159 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(1.0, 378.0)",,,
NZ_CP017440,"Escherichia coli O157:H7 strain 3384 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(1.0, 378.0)",,,
NZ_CP017442,"Escherichia coli O157:H7 strain 4276 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(1.0, 378.0)",,,
NZ_CP017444,"Escherichia coli O157:H7 strain 8368 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(1.0, 378.0)",,,
NZ_CP017446,"Escherichia coli O157:H7 strain 9234 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(1.0, 378.0)",,,
NZ_CP017453,"Dickeya solani D s0432-1 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya","(2826066.0, 2826443.0)",,,
NZ_CP017454,"Dickeya solani strain PPO 9019 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya","(2819282.0, 2819659.0)",,,
NZ_CP017481,"Pectobacterium polaris strain NIBIO1006 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Pectobacterium","(1114192.0, 1114581.0)",,,
NZ_CP017482,"Pectobacterium polaris strain NIBIO1392 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Pectobacterium","(3762040.0, 3762429.0)",,,
NZ_CP017483,"Stenotrophomonas sp. LM091, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas","(2176213.0, 2177409.0)",,,
NZ_CP017578,"Sphingomonas melonis TY chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas","(624047.0, 624358.0)",,,
NZ_CP017581,"Pantoea stewartii subsp. stewartii DC283, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea","(430306.0, 430735.0)",,,
NZ_CP017621,"Salmonella enterica subsp. enterica serovar Typhimurium strain 22792 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(3833791.0, 3834168.0)",,,
NZ_CP017631,"Escherichia coli SLK172, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(5241552.0, 5241929.0)",,,
NZ_CP017638,"Dickeya dianthicola RNS04.9, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Pectobacteriaceae, Dickeya","(4372000.0, 4372377.0)",,,
NZ_CP017669,"Escherichia coli strain PA20, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(443032.0, 443409.0)",,,
NZ_CP017689,"Thalassotalea sp. LPB0090, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Colwelliaceae, Thalassotalea","(3856360.0, 3856763.0)",,,
NZ_CP017720,"Salmonella enterica subsp. enterica serovar Minnesota strain CFSAN017963 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(4681893.0, 4682270.0)",,,
NZ_CP017723,"Salmonella enterica subsp. enterica serovar Stanleyville str. CFSAN000624 strain SARB61 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(4853641.0, 4854018.0)",,,
NZ_CP017727,"Salmonella enterica subsp. enterica serovar Saintpaul str. SARA26 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(4646673.0, 4647050.0)",,,
NZ_CP017728,"Salmonella enterica subsp. enterica serovar Typhimurium str. SARA13 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella","(4780669.0, 4781046.0)",,,
NZ_CP017802,"Raoultella ornithinolytica strain MG, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Raoultella","(197584.0, 197964.0)",,,
NZ_CP017844,"Escherichia coli strain FMU073332, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(1260532.0, 1260909.0)",,,
NZ_CP017882,"Bordetella pertussis strain I384, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4106768.0, 4108491.0)",,,
NZ_CP017883,"Bordetella pertussis strain I385, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4103632.0, 4105355.0)",,,
NZ_CP017884,"Bordetella pertussis strain J074, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4103727.0, 4105450.0)",,,
NZ_CP017885,"Bordetella pertussis strain J081, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4105825.0, 4107548.0)",,,
NZ_CP017889,"Vibrio alginolyticus strain K01M1 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(3460624.0, 3461100.0)",,,
NZ_CP017896,"Vibrio alginolyticus isolate K04M3 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(3468495.0, 3468971.0)",,,
NZ_CP017899,"Vibrio alginolyticus strain K04M5 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(3463237.0, 3463713.0)",,,
NZ_CP017907,"Vibrio alginolyticus strain K06K5 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(3463618.0, 3464094.0)",,,
NZ_CP017911,"Vibrio alginolyticus strain K10K4 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(3486968.0, 3487444.0)",,,
NZ_CP017913,"Vibrio alginolyticus strain K08M3 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(3460460.0, 3460936.0)",,,
NZ_CP017919,"Vibrio alginolyticus strain K09K1 chromosome 1I, complete sequence.","Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio","(1720555.0, 1721031.0)",,,
NZ_CP017923,"Bordetella pertussis strain J148 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4100852.0, 4102575.0)",,,
NZ_CP017924,"Bordetella pertussis strain J173, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4104633.0, 4106356.0)",,,
NZ_CP017925,"Bordetella pertussis strain J203, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4102550.0, 4104273.0)",,,
NZ_CP017926,"Bordetella pertussis strain J230, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4104661.0, 4106384.0)",,,
NZ_CP017927,"Bordetella pertussis strain J295, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4103569.0, 4105292.0)",,,
NZ_CP017928,"Klebsiella oxytoca strain CAV1015 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella","(4523377.0, 4523757.0)",,,
NZ_CP017961,"Pasteurella multocida strain Razi_Pm0001, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Pasteurella","(720144.0, 720630.0)",,,
NZ_CP017990,"Enterobacter cloacae complex sp. ABFPL, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Enterobacter, Enterobacter cloacae complex","(15482.0, 15855.0)",,,
NZ_CP018002,"Propionibacterium freudenreichii strain P.UF1 chromosome, complete genome.","Bacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Propionibacterium","(10426.0, 12300.0)",,,
NZ_CP018026,"Alteromonas mediterranea strain AR43 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alteromonas","(4337433.0, 4338151.0)",,,
NZ_CP018027,"Alteromonas mediterranea strain CP49 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alteromonas","(4353677.0, 4354395.0)",,,
NZ_CP018037,"Bordetella pertussis strain J094 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4102066.0, 4103789.0)",,,
NZ_CP018038,"Bordetella pertussis strain J207 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4106595.0, 4108318.0)",,,
NZ_CP018039,"Bordetella pertussis strain J294 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4108228.0, 4109951.0)",,,
NZ_CP018040,"Bordetella pertussis strain J304 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4104149.0, 4105872.0)",,,
NZ_CP018041,"Bordetella pertussis strain J306 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4101482.0, 4103205.0)",,,
NZ_CP018042,"Bordetella pertussis strain J313 chromosome, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella","(4107662.0, 4109385.0)",,,
NZ_CP018056,"Klebsiella pneumoniae subsp. pneumoniae strain H11, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella","(3803233.0, 3803613.0)",,,
NZ_CP018103,"Escherichia coli strain MRSN352231 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4101794.0, 4102171.0)",,,
NZ_CP018109,"Escherichia coli strain MRSN346595 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4104067.0, 4104444.0)",,,
NZ_CP018115,"Escherichia coli strain MRSN346638 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4105010.0, 4105387.0)",,,
NZ_CP018121,"Escherichia coli strain MRSN346355 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4101794.0, 4102171.0)",,,
NZ_CP018154,"Sphingopyxis sp. LPB0140, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis","(344027.0, 344391.0)",,,
NZ_CP018190,"Granulibacter bethesdensis strain NIH5.1 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Granulibacter","(2624.0, 2998.0)",,,
NZ_CP018191,"Granulibacter bethesdensis strain NIH9.1 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Granulibacter","(2625.0, 2997.0)",,,
NZ_CP018192,"Granulibacter bethesdensis strain NIH6.1 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Granulibacter","(2624.0, 2994.0)",,,
NZ_CP018193,"Granulibacter bethesdensis strain NIH7.1 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Granulibacter","(2624.0, 2998.0)",,,
NZ_CP018194,"Granulibacter bethesdensis strain NIH8.1 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Granulibacter","(2625.0, 2997.0)",,,
NZ_CP018195,"Granulibacter bethesdensis strain NIH1.4 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Granulibacter","(2624.0, 2998.0)",,,
NZ_CP018201,"Aeromonas aquatica strain MX16A chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Aeromonas","(16422.0, 16930.0)",,,
NZ_CP018206,"Escherichia coli strain MRSN346647, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4815880.0, 4816257.0)",,,
NZ_CP018237,"Escherichia coli strain 155, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4756666.0, 4757043.0)",,,
NZ_CP018239,"Escherichia coli strain 272 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4722856.0, 4723233.0)",,,
NZ_CP018241,"Escherichia coli strain 319, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4723438.0, 4723815.0)",,,
NZ_CP018243,"Escherichia coli strain 350 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4659219.0, 4659596.0)",,,
NZ_CP018245,"Escherichia coli strain 472, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4762083.0, 4762460.0)",,,
NZ_CP018247,"Escherichia coli strain 7784 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia","(4619495.0, 4619872.0)",,,
